large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
large_zone,region,tokyo_chiyoda_chuo_minato,tokyo_meguro_shinagawa_ota,tokyo_toshima_bunkyo_shinjuku_shibuya,tokyo_arakawa_taito_sumida_koto,tokyo_nakano_suginami_setagaya,tokyo_nerima_itabashi_kita,tokyo_adachi_katsushika_edogawa,chofu_nishitokyo_fuchu_musashino_etc,machida_tama_hachioji_inagi_etc,mizuho_fussa_hamura_akiruno_etc,yokohama_nishi_naka,yokohama_isogo_minami_kanazawa_konan,yokohama_hodogaya_totsuka_sakae_izumi_etc,yokohama_kohoku_tsuzuki_midori_aoba,yokohama_tsurumi_kanagawa,kawasaki_kawasaki_saiwai_nakahara,kawasaki_takatsu_miyamae_tama_asao,sagamihara_city,yokosuka_miura,kamakura_zushi_hayama,fujisawa_chigasaki_samukawa,hiratsuka_oiso_ninomiya,odawara_manazuru_yugawara_hakone,minami_ashigara_nakai_oi_matsuda_etc,atsugi_hadano_kiyokawa_isehara_etc,zama_yamato_ebina_ayase,saitama_city,kawaguchi_warabi_toda,asaka_wako_niiza_tokorozawa_etc,soka_kasukabe_misato_koshigaya_etc,hanno_hidaka_moroyama_ogose_etc,tsurugashima_sakado_kawajima_higashimatsuyama_etc,ageo_konosu_okegawa_kitamoto_etc,kuki_kazo_hanyu_gyoda_etc,kumagaya_fukaya_ogawa_yorii_etc,honjo_kamikawa_kamisato,chichibu_yokoze_minano_nagatoro_etc,chiba_city,ichikawa_urayasu_narashino_funabashi,matsudo_kamagaya_kashiwa_abiko,nagareyama_noda,yachiyo_sakura_narita_shiroi_etc,ichihara_city,kisarazu_sodegaura_kimitsu_futtsu,katsuura_otaki_tateyama_kamogawa_etc,choshi_asahi_sosa_katori_etc,togane_mobara_sanmu_oamishirasato_etc,tsuchiura_ishioka_omitama_kasumigaura_etc,koga_shimotsuma_yachiyo_goka_etc,tsukuba_city,joso_bando,ryugasaki_toride_ushiku_moriya_etc,inashiki_miho_kawachi,kashima_kamisu_namegata_itako,mito_hitachi_kasama_hitachinaka_etc,yuki_chikusei_sakuragawa,maebashi_takasaki_isesaki_shibukawa_etc,kiryu_ota_tatebayashi_midori_etc,utsunomiya_kanuma_moka_kaminokawa_etc,tochigi_oyama_shimotsuke_nogi_etc,ashikaga_sano,tokyo_islands,ibaraki_north,tochigi_north,gunma_north,gunma_other_ueno_kanna_nanmoku,hokkaido_tohoku,hokuriku,yamanashi_nagano,shizuoka,chubu_west,overseas,unknown,all_regions
0,tokyo_chiyoda_chuo_minato,61,11,34,26,3,10,0,0,0,0,4,0,0,0,0,3,6,0,0,0,0,0,0,0,3,0,7,0,6,0,0,0,0,0,3,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,4,0,6,0,11,7,0,231
1,tokyo_meguro_shinagawa_ota,6,135,6,9,3,41,3,6,3,3,4,6,16,10,13,20,6,5,0,4,13,10,0,0,43,101,0,19,11,8,0,3,0,16,3,0,0,0,4,0,0,0,0,10,0,22,3,3,0,2,4,2,0,0,0,3,0,0,12,0,10,0,0,3,0,0,538,121,272,26,991,303,327,3185
2,tokyo_toshima_bunkyo_shinjuku_shibuya,0,0,3,0,0,12,0,2,2,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,4,2,12,2,28,2,11,106
3,tokyo_arakawa_taito_sumida_koto,37,0,11,376,4,0,16,11,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,172,0,0,3,3,6,0,0,0,0,0,0,0,4,7,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,0,0,0,0,0,11,0,0,0,47,0,11,741
4,tokyo_nakano_suginami_setagaya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,12
5,tokyo_nerima_itabashi_kita,14,3,0,0,0,19,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,5,76
6,tokyo_adachi_katsushika_edogawa,6,10,10,17,2,5,28,0,0,0,0,3,0,6,4,4,0,4,0,0,0,3,0,0,3,14,4,8,3,11,0,0,0,6,3,0,0,4,3,13,0,3,3,0,0,0,0,4,0,6,9,0,0,6,0,0,3,0,0,16,3,0,0,0,0,0,18,12,4,20,81,4,47,415
7,chofu_nishitokyo_fuchu_musashino_etc,3,3,4,0,0,0,0,84,16,48,0,0,0,13,7,0,7,0,8,0,0,3,0,0,4,3,3,0,33,0,0,4,1,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,20,3,21,3,48,5,17,382
8,machida_tama_hachioji_inagi_etc,0,0,0,0,0,3,0,7,42,3,0,0,0,0,0,0,4,4,0,0,0,4,0,0,7,3,0,0,4,0,0,0,3,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,19,10,14,3,39,4,9,202
9,mizuho_fussa_hamura_akiruno_etc,11,6,8,1,10,6,7,30,36,91,1,3,3,1,1,4,0,5,0,0,1,0,0,0,1,6,6,0,17,0,0,1,1,1,3,0,3,0,3,1,0,0,0,0,0,0,0,5,1,9,0,1,1,0,3,0,5,3,4,3,1,0,0,1,0,0,3,0,6,7,15,0,21,363
10,yokohama_nishi_naka,0,0,0,0,0,0,0,0,0,0,1,3,3,0,8,15,0,0,8,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,58
11,yokohama_isogo_minami_kanazawa_konan,7,7,0,0,0,0,0,4,0,0,9,11,11,16,17,15,0,7,10,4,14,4,3,0,6,14,3,0,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,19,14,55,2,23,307
12,yokohama_hodogaya_totsuka_sakae_izumi_etc,45,30,27,24,12,9,12,21,24,0,12,6,21,6,6,12,3,3,7,6,23,24,0,0,9,22,12,3,9,12,0,0,3,6,0,0,0,6,15,6,3,9,0,0,3,0,3,6,0,3,0,0,3,6,12,3,3,3,9,6,0,0,3,9,3,0,0,7,42,0,0,0,4,578
13,yokohama_kohoku_tsuzuki_midori_aoba,0,20,4,4,0,4,4,10,0,0,0,17,17,28,15,11,10,0,0,0,8,0,4,0,4,14,4,0,0,0,0,4,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,16,10,10,3,85,8,23,348
14,yokohama_tsurumi_kanagawa,0,17,0,1,1,0,0,0,3,0,110,11,1,3,69,13,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,8,15,17,38,164,498
15,kawasaki_kawasaki_saiwai_nakahara,0,7,0,0,0,0,0,0,0,3,0,3,8,7,4,22,4,15,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,3,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,4,0,7,22,3,24,164
16,kawasaki_takatsu_miyamae_tama_asao,7,14,5,0,0,0,0,16,9,0,5,4,4,13,0,11,20,0,0,0,12,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,4,4,12,19,4,8,207
17,sagamihara_city,0,13,0,0,0,0,0,4,11,0,0,0,0,9,65,0,0,44,0,0,0,0,3,0,9,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,11,14,9,52,19,72,376
18,yokosuka_miura,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,17,0,15,68
19,kamakura_zushi_hayama,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15
20,fujisawa_chigasaki_samukawa,7,1,0,0,0,1,0,3,3,0,0,0,3,4,17,23,0,22,0,0,40,0,1,0,19,12,3,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,8,10,0,0,0,0,0,0,13,4,4,0,0,0,0,0,0,148,68,45,41,335,6,300,1157
21,hiratsuka_oiso_ninomiya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,3,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,6,0,0,47
22,odawara_manazuru_yugawara_hakone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
23,minami_ashigara_nakai_oi_matsuda_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
24,atsugi_hadano_kiyokawa_isehara_etc,19,8,28,42,19,23,0,5,5,19,29,17,20,26,11,10,14,16,19,19,25,34,23,0,109,23,3,0,3,1,4,0,6,19,0,0,0,19,61,0,0,23,0,0,0,0,3,0,0,4,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,82,55,23,61,501,0,129,1572
25,zama_yamato_ebina_ayase,0,10,0,3,0,0,3,4,3,4,17,3,23,10,12,0,4,22,0,0,2,11,0,0,30,102,0,2,2,3,0,3,0,0,0,0,0,0,0,0,8,0,0,0,3,3,0,3,0,0,0,3,0,0,0,0,3,3,4,0,0,0,0,3,0,0,41,9,14,16,74,0,35,499
26,saitama_city,17,18,0,0,0,7,13,13,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,94,39,44,35,0,7,17,28,0,0,0,0,3,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,13,0,3,0,3,0,0,0,20,13,16,7,43,0,57,546
27,kawaguchi_warabi_toda,3,19,0,0,0,9,13,17,3,6,6,3,3,0,6,3,0,3,0,0,10,6,0,0,0,0,13,34,0,6,3,9,3,9,6,6,0,13,5,3,0,9,0,4,0,0,9,0,0,3,0,0,0,3,9,0,3,3,3,3,0,0,0,6,0,0,20,9,18,0,47,8,3,390
28,asaka_wako_niiza_tokorozawa_etc,6,14,0,0,10,0,0,14,18,13,0,0,0,11,4,0,0,0,0,0,15,0,4,0,7,0,7,14,164,8,16,35,14,6,15,4,12,4,0,0,0,34,0,0,0,0,8,0,3,0,3,3,0,4,0,0,27,15,3,4,0,0,4,4,0,0,75,17,35,17,86,15,15,785
29,soka_kasukabe_misato_koshigaya_etc,16,0,0,11,0,0,6,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,6,9,8,55,0,6,0,2,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,7,7,0,0,0,6,0,3,0,3,0,0,0,0,9,0,0,13,11,5,3,51,3,35,294
30,hanno_hidaka_moroyama_ogose_etc,4,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,4,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,6,61
31,tsurugashima_sakado_kawajima_higashimatsuyama_etc,0,0,0,0,0,0,0,0,0,0,4,9,4,0,3,0,0,0,3,0,0,4,0,0,4,4,9,4,8,3,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,12,4,4,0,4,0,0,0,0,8,9,10,3,0,0,0,7,0,0,29,7,7,3,74,15,3,272
32,ageo_konosu_okegawa_kitamoto_etc,0,3,3,3,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,6,10,7,7,3,20,6,3,0,0,3,0,0,0,14,8,0,11,15,23,8,0,0,8,8,0,0,8,11,0,3,0,0,0,0,0,0,0,0,56,33,35,13,85,0,107,560
33,kuki_kazo_hanyu_gyoda_etc,3,0,0,3,0,0,16,0,4,3,14,0,4,3,0,0,4,0,0,4,4,4,0,0,3,0,13,11,11,7,4,12,20,18,27,12,4,0,7,18,3,3,4,0,0,0,3,11,0,0,7,0,0,3,25,4,6,0,0,8,3,0,3,0,0,0,30,62,18,24,116,19,14,596
34,kumagaya_fukaya_ogawa_yorii_etc,0,4,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,7,4,16,71,0,4,99,7,10,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,13,4,4,0,8,3,29,312
35,honjo_kamikawa_kamisato,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,3,0,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,4,0,0,0,0,0,3,0,3,0,24,0,7,83
36,chichibu_yokoze_minano_nagatoro_etc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,36
37,chiba_city,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,55,27,13,0,27,17,27,20,21,24,23,0,3,0,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,301
38,ichikawa_urayasu_narashino_funabashi,15,3,0,21,4,11,7,4,7,0,4,0,10,0,3,7,4,0,4,7,7,4,0,0,0,722,0,4,10,7,0,0,10,4,4,0,0,0,22,0,0,18,3,0,0,4,0,11,4,0,0,7,0,3,18,0,7,4,14,4,0,0,0,0,0,0,62,42,35,32,298,0,36,1504
39,matsudo_kamagaya_kashiwa_abiko,35,0,20,0,0,0,0,0,0,0,40,0,0,0,4,3,0,0,4,11,4,10,0,0,3,0,60,0,14,10,0,0,0,31,0,0,0,0,10,59,29,10,25,4,0,41,51,4,0,0,3,11,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,3,0,30,72,0,18,631
40,nagareyama_noda,4,0,0,7,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,26,0,0,4,7,0,0,0,0,0,19,28,0,0,0,0,0,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,7,0,0,141
41,yachiyo_sakura_narita_shiroi_etc,19,21,0,10,0,0,9,0,0,0,0,0,0,6,0,3,0,9,0,0,0,0,0,0,0,5,0,8,3,18,0,0,4,0,0,0,3,7,28,4,0,31,3,7,0,0,7,6,0,0,0,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,27,19,9,7,109,3,3,399
42,ichihara_city,4,15,0,0,0,6,0,0,6,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,8,0,0,6,0,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,22,13,0,0,37,0,30,191
43,kisarazu_sodegaura_kimitsu_futtsu,5,10,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,5,3,0,38,0,5,184
44,katsuura_otaki_tateyama_kamogawa_etc,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,50,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,74
45,choshi_asahi_sosa_katori_etc,0,51,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,34,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,18,5,0,0,0,0,17,0,107,0,0,0,0,0,0,0,0,0,0,0,0,44,0,205,0,22,0,0,523
46,togane_mobara_sanmu_oamishirasato_etc,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,5,0,9,0,35,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,4,28,109
47,tsuchiura_ishioka_omitama_kasumigaura_etc,3,3,0,0,12,0,3,0,1,0,0,0,0,9,6,3,0,0,0,0,0,2,0,0,0,2,1,0,5,1,0,0,2,5,0,0,0,0,0,0,0,3,0,0,0,0,0,53,3,0,1,7,0,1,20,0,11,0,6,0,0,0,0,0,0,0,11,7,5,3,22,3,19,237
48,koga_shimotsuma_yachiyo_goka_etc,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,128
49,tsukuba_city,5,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,0,0,20,0,0,6,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,74,0,8,155
50,joso_bando,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,15,0,3,13,1,0,3,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,1,7,0,0,74
51,ryugasaki_toride_ushiku_moriya_etc,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,39,112
52,inashiki_miho_kawachi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,33
53,kashima_kamisu_namegata_itako,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
54,mito_hitachi_kasama_hitachinaka_etc,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,15,0,0,0,0,0,2,226,3,0,0,6,0,0,0,7,0,0,0,12,5,4,4,17,0,12,337
55,yuki_chikusei_sakuragawa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,3,0,7,3,0,0,4,3,0,0,0,0,0,0,0,0,9,11,7,0,7,67
56,maebashi_takasaki_isesaki_shibukawa_etc,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,12,0,21,7,0,0,5,4,19,0,0,0,0,2,0,7,0,7,0,0,0,0,3,0,0,0,0,0,9,0,404,23,2,9,14,0,0,2,2,0,39,33,22,2,132,14,53,859
57,kiryu_ota_tatebayashi_midori_etc,5,29,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,5,8,5,1,4,0,0,1,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,3,38,190,2,5,0,0,4,3,1,0,63,12,21,12,89,2,66,604
58,utsunomiya_kanuma_moka_kaminokawa_etc,0,4,0,0,0,0,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,6,2,0,0,0,5,0,0,62,9,4,0,0,9,0,0,6,4,0,4,13,4,20,202
59,tochigi_oyama_shimotsuke_nogi_etc,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0,7,21,0,0,45,139,3,0,7,7,0,0,27,41,69,0,0,0,72,521
60,ashikaga_sano,0,0,3,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,6,3,4,0,0,0,0,38
61,tokyo_islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,ibaraki_north,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
63,tochigi_north,0,0,0,0,0,0,4,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,28
64,gunma_north,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
65,gunma_other_ueno_kanna_nanmoku,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,hokkaido_tohoku,0,233,0,4,0,1,14,0,11,9,0,0,0,0,0,4,0,0,0,0,13,5,0,0,82,0,21,13,8,23,0,0,15,0,8,0,0,20,31,30,0,34,0,0,0,3,0,2,0,3,0,3,0,0,12,0,3,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,619
67,hokuriku,0,12,0,3,0,1,0,0,7,0,0,0,4,6,0,0,4,3,0,0,0,3,0,0,5,0,7,0,13,21,0,3,16,0,0,0,0,10,21,0,0,3,0,0,0,0,4,0,0,0,0,0,0,5,14,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222
